price,wheelbase,curbweight,enginesize,boreratio,horsepower,fueleconomy,carlength,carwidth,gas,turbo,hardtop,hatchback,sedan,wagon,fwd,rwd,dohcv,l,ohc,ohcf,ohcv,rotor,five,four,six,three,twelve,two,Medium,Highend
15750,104.5,3151,161,3.27,156,21.25,187.8,66.5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7775,97.3,2261,97,3.01,52,41.05,171.7,65.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7975,97.3,2209,109,3.19,85,30.150000000000002,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
7995,97.3,2264,97,3.01,52,41.05,171.7,65.5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8195,97.3,2212,109,3.19,85,30.150000000000002,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8495,97.3,2275,109,3.19,85,30.150000000000002,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9495,97.3,2319,97,3.01,68,39.25,171.7,65.5,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9995,97.3,2300,109,3.19,100,28.700000000000003,171.7,65.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
11595,94.5,2254,109,3.19,90,26.25,159.3,64.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
9980,94.5,2221,109,3.19,90,26.25,165.7,64.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
13295,100.4,2661,136,3.19,110,21.25,180.2,66.9,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
13845,100.4,2579,97,3.01,68,35.25,180.2,66.9,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
12290,100.4,2563,109,3.19,88,27.700000000000003,183.1,66.9,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
12940,104.3,2912,141,3.78,114,25.25,188.8,67.2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
13415,104.3,3034,141,3.78,114,25.25,188.8,67.2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
15985,104.3,2935,141,3.78,114,25.8,188.8,67.2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16515,104.3,3042,141,3.78,114,25.8,188.8,67.2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18420,104.3,3045,130,3.62,162,19.25,188.8,67.2,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
18950,104.3,3157,130,3.62,162,19.25,188.8,67.2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
16845,109.1,2952,141,3.78,114,25.25,188.8,68.9,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
19045,109.1,3049,141,3.78,160,21.700000000000003,188.8,68.8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21485,109.1,3012,173,3.58,134,20.25,188.8,68.9,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
22470,109.1,3217,145,3.01,106,26.450000000000003,188.8,68.9,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
22625,109.1,3062,141,3.78,114,21.700000000000003,188.8,68.9,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
